City,State,Provider ID,Hospital Name,County Name,HCAHPS Question Type,Patient Survey Star Rating (out of 5),Number of Completed Surveys,Survey Response Rate Percent,Measure Start Date,Measure End Date,,
YORK,NE,281336,YORK GENERAL HOSPITAL,YORK,Summary star rating,4,230,36,4/1/2016,3/31/2017,,
BERLIN,NH,301310,ANDROSCOGGIN VALLEY HOSPITAL,COOS,Summary star rating,4,219,25,4/1/2016,3/31/2017,,
COLEBROOK,NH,301300,UPPER CONNECTICUT VALLEY HOSPITAL,COOS,Summary star rating,0,55,25,4/1/2016,3/31/2017,,
CONCORD,NH,300001,CONCORD HOSPITAL,MERRIMACK,Summary star rating,4,569,30,4/1/2016,3/31/2017,,
DERRY,NH,300017,PARKLAND MEDICAL CENTER,ROCKINGHAM,Summary star rating,3,409,18,4/1/2016,3/31/2017,,
DOVER,NH,300018,WENTWORTH-DOUGLASS HOSPITAL,STRAFFORD,Summary star rating,4,588,24,4/1/2016,3/31/2017,,
EXETER,NH,300023,EXETER HOSPITAL INC,ROCKINGHAM,Summary star rating,4,1510,30,4/1/2016,3/31/2017,,
FRANKLIN,NH,301306,FRANKLIN REGIONAL HOSPITAL,MERRIMACK,Summary star rating,0,66,20,4/1/2016,3/31/2017,,
KEENE,NH,300019,CHESHIRE MEDICAL CENTER,CHESHIRE,Summary star rating,3,337,27,4/1/2016,3/31/2017,,
LACONIA,NH,300005,LAKES REGION GENERAL HOSPITAL,BELKNAP,Summary star rating,3,689,25,4/1/2016,3/31/2017,,
LANCASTER,NH,301303,WEEKS MEDICAL CENTER,COOS,Summary star rating,4,125,33,4/1/2016,3/31/2017,,
LEBANON,NH,301305,ALICE PECK DAY MEMORIAL HOSPITAL,GRAFTON,Summary star rating,4,346,39,4/1/2016,3/31/2017,,
LEBANON,NH,300003,MARY HITCHCOCK MEMORIAL HOSPITAL,GRAFTON,Summary star rating,3,2338,32,4/1/2016,3/31/2017,,
LITTLETON,NH,301302,LITTLETON REGIONAL HEALTHCARE,GRAFTON,Summary star rating,4,262,32,4/1/2016,3/31/2017,,
MANCHESTER,NH,300034,CATHOLIC MEDICAL CENTER,HILLSBOROUGH,Summary star rating,3,1272,31,4/1/2016,3/31/2017,,
MANCHESTER,NH,300012,ELLIOT HOSPITAL,HILLSBOROUGH,Summary star rating,4,406,24,4/1/2016,3/31/2017,,
NASHUA,NH,300020,SOUTHERN NH MEDICAL CENTER,HILLSBOROUGH,Summary star rating,3,707,27,4/1/2016,3/31/2017,,
NASHUA,NH,300011,ST JOSEPH HOSPITAL,HILLSBOROUGH,Summary star rating,4,641,29,4/1/2016,3/31/2017,,
NEW LONDON,NH,301304,NEW LONDON HOSPITAL,MERRIMACK,Summary star rating,4,269,34,4/1/2016,3/31/2017,,
NORTH CONWAY,NH,301307,"MEMORIAL HOSPITAL, THE",CARROLL,Summary star rating,3,274,24,4/1/2016,3/31/2017,,
PETERBOROUGH,NH,301309,MONADNOCK COMMUNITY HOSPITAL,HILLSBOROUGH,Summary star rating,4,251,26,4/1/2016,3/31/2017,,
PLYMOUTH,NH,301311,SPEARE MEMORIAL HOSPITAL,GRAFTON,Summary star rating,4,301,26,4/1/2016,3/31/2017,,
PORTSMOUTH,NH,300029,PORTSMOUTH REGIONAL HOSPITAL,ROCKINGHAM,Summary star rating,3,1128,21,4/1/2016,3/31/2017,,
ROCHESTER,NH,300014,FRISBIE MEMORIAL HOSPITAL,STRAFFORD,Summary star rating,4,400,25,4/1/2016,3/31/2017,,
WOLFEBORO,NH,301312,HUGGINS HOSPITAL,CARROLL,Summary star rating,4,161,37,4/1/2016,3/31/2017,,
WOODSVILLE,NH,301301,COTTAGE HOSPITAL,GRAFTON,Summary star rating,3,105,32,4/1/2016,3/31/2017,,
ATLANTIC CITY,NJ,310064,ATLANTICARE REGIONAL MEDICAL CENTER - CITY CAMPUS,ATLANTIC,Summary star rating,3,854,24,4/1/2016,3/31/2017,,
BAYONNE,NJ,310025,CAREPOINT HEALTH - BAYONNE MEDICAL CENTER,HUDSON,Summary star rating,2,499,16,4/1/2016,3/31/2017,,
BELLEVILLE,NJ,310009,CLARA MAASS MEDICAL CENTER,ESSEX,Summary star rating,2,824,14,4/1/2016,3/31/2017,,
BRICK,NJ,310052,OCEAN MEDICAL CENTER,OCEAN,Summary star rating,3,1320,29,4/1/2016,3/31/2017,,
BROWNS MILLS,NJ,310031,DEBORAH HEART AND LUNG CENTER,BURLINGTON,Summary star rating,4,519,33,4/1/2016,3/31/2017,,
CAMDEN,NJ,310014,COOPER UNIVERSITY HOSPITAL,CAMDEN,Summary star rating,3,358,19,4/1/2016,3/31/2017,,
CAMDEN,NJ,310029,OUR LADY OF LOURDES MEDICAL CENTER,CAMDEN,Summary star rating,2,1525,23,4/1/2016,3/31/2017,,
CAPE MAY COURT HOUSE,NJ,310011,CAPE REGIONAL MEDICAL CENTER INC,CAPE MAY,Summary star rating,3,944,29,4/1/2016,3/31/2017,,
DENVILLE,NJ,310050,SAINT CLARE'S HOSPITAL/ DENVILLE CAMPUS,MORRIS,Summary star rating,2,889,25,4/1/2016,3/31/2017,,
EAST ORANGE,NJ,310083,EAST ORANGE GENERAL HOSPITAL,ESSEX,Summary star rating,1,314,16,4/1/2016,3/31/2017,,
EDISON,NJ,310108,JFK MEDICAL CTR - ANTHONY M. YELENCSICS COMMUNITY,MIDDLESEX,Summary star rating,3,326,20,4/1/2016,3/31/2017,,
ELIZABETH,NJ,310027,TRINITAS REGIONAL MEDICAL CENTER,UNION,Summary star rating,2,1850,33,4/1/2016,3/31/2017,,
ELMER,NJ,310069,INSPIRA MEDICAL CENTER ELMER,SALEM,Summary star rating,4,461,27,4/1/2016,3/31/2017,,
ENGLEWOOD,NJ,310045,ENGLEWOOD HOSPITAL AND MEDICAL CENTER,BERGEN,Summary star rating,3,743,27,4/1/2016,3/31/2017,,
FLEMINGTON,NJ,310005,HUNTERDON MEDICAL CENTER,HUNTERDON,Summary star rating,3,486,26,4/1/2016,3/31/2017,,
FREEHOLD,NJ,310111,CENTRASTATE MEDICAL CENTER,MONMOUTH,Summary star rating,3,991,23,4/1/2016,3/31/2017,,
HACKENSACK,NJ,310001,HACKENSACK UNIVERSITY MEDICAL CENTER,BERGEN,Summary star rating,4,369,21,4/1/2016,3/31/2017,,
HACKETTSTOWN,NJ,310115,HACKETTSTOWN MEDICAL CENTER,WARREN,Summary star rating,2,406,23,4/1/2016,3/31/2017,,
HAMILTON,NJ,310110,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL HAMILTON,MERCER,Summary star rating,2,1480,27,4/1/2016,3/31/2017,,
HOBOKEN,NJ,310040,CAREPOINT HEALTH-HOBOKEN UNIVERSITY MEDICAL CENTER,HUDSON,Summary star rating,2,288,14,4/1/2016,3/31/2017,,
HOLMDEL,NJ,310112,BAYSHORE MEDICAL CENTER,MONMOUTH,Summary star rating,2,824,22,4/1/2016,3/31/2017,,
JERSEY CITY,NJ,310016,CAREPOINT HEALTH-CHRIST HOSPITAL,HUDSON,Summary star rating,2,450,11,4/1/2016,3/31/2017,,
JERSEY CITY,NJ,310074,JERSEY CITY MEDICAL CENTER,HUDSON,Summary star rating,3,1106,11,4/1/2016,3/31/2017,,
LAKEWOOD,NJ,310084,MONMOUTH MEDICAL CENTER-SOUTHERN CAMPUS,OCEAN,Summary star rating,3,367,21,4/1/2016,3/31/2017,,
LIVINGSTON,NJ,310076,SAINT BARNABAS MEDICAL CENTER,ESSEX,Summary star rating,3,2198,21,4/1/2016,3/31/2017,,
LONG BRANCH,NJ,310075,MONMOUTH MEDICAL CENTER,MONMOUTH,Summary star rating,4,3024,28,4/1/2016,3/31/2017,,
MANAHAWKIN,NJ,310113,SOUTHERN OCEAN MEDICAL CENTER,OCEAN,Summary star rating,3,1096,28,4/1/2016,3/31/2017,,
MONTCLAIR,NJ,310054,HACKENSACK-UMC MOUNTAINSIDE,ESSEX,Summary star rating,3,764,20,4/1/2016,3/31/2017,,
MORRISTOWN,NJ,310015,MORRISTOWN MEDICAL CENTER,MORRIS,Summary star rating,3,3808,30,4/1/2016,3/31/2017,,
MOUNT HOLLY,NJ,310057,VIRTUA MEMORIAL HOSPITAL OF BURLINGTON COUNTY,BURLINGTON,Summary star rating,2,439,21,4/1/2016,3/31/2017,,
NEPTUNE,NJ,310073,JERSEY SHORE UNIVERSITY MEDICAL CENTER,MONMOUTH,Summary star rating,3,1793,26,4/1/2016,3/31/2017,,
NEW BRUNSWICK,NJ,310038,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL,MIDDLESEX,Summary star rating,3,2509,22,4/1/2016,3/31/2017,,
NEW BRUNSWICK,NJ,310070,SAINT PETER'S UNIVERSITY HOSPITAL,MIDDLESEX,Summary star rating,3,316,22,4/1/2016,3/31/2017,,
NEWARK,NJ,310002,NEWARK BETH ISRAEL MEDICAL CENTER,ESSEX,Summary star rating,3,846,11,4/1/2016,3/31/2017,,
NEWARK,NJ,310096,SAINT MICHAEL'S MEDICAL CENTER,ESSEX,Summary star rating,2,400,21,4/1/2016,3/31/2017,,
NEWARK,NJ,310119,UNIVERSITY HOSPITAL,ESSEX,Summary star rating,1,814,8,4/1/2016,3/31/2017,,
NEWTON,NJ,310028,NEWTON MEDICAL CENTER,SUSSEX,Summary star rating,3,1054,22,4/1/2016,3/31/2017,,
NORTH BERGEN,NJ,310003,PALISADES MEDICAL CENTER,HUDSON,Summary star rating,2,653,13,4/1/2016,3/31/2017,,
PARAMUS,NJ,310058,BERGEN REGIONAL MEDICAL CENTER,BERGEN,Summary star rating,0,57,7,4/1/2016,3/31/2017,,
PASSAIC,NJ,310006,ST MARY'S GENERAL HOSPITAL,PASSAIC,Summary star rating,2,398,24,4/1/2016,3/31/2017,,
PATERSON,NJ,310019,ST JOSEPH'S REGIONAL MEDICAL CENTER,PASSAIC,Summary star rating,2,2318,19,4/1/2016,3/31/2017,,
PENNINGTON,NJ,310044,CAPITAL HEALTH MEDICAL CENTER - HOPEWELL,MERCER,Summary star rating,3,666,21,4/1/2016,3/31/2017,,
PERTH AMBOY,NJ,310039,RARITAN BAY MEDICAL CENTER PERTH AMBOY DIVISION,MIDDLESEX,Summary star rating,2,1029,17,4/1/2016,3/31/2017,,
PHILLIPSBURG,NJ,310060,ST LUKE'S WARREN HOSPITAL,WARREN,Summary star rating,3,741,28,4/1/2016,3/31/2017,,
PLAINSBORO,NJ,310010,UNIV MEDICAL CENTER OF PRINCETON AT PLAINSBORO,MIDDLESEX,Summary star rating,4,720,26,4/1/2016,3/31/2017,,
POMPTON PLAINS,NJ,310017,CHILTON MEDICAL CENTER,MORRIS,Summary star rating,3,1596,24,4/1/2016,3/31/2017,,
RAHWAY,NJ,310024,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL AT RAHWAY,UNION,Summary star rating,3,642,23,4/1/2016,3/31/2017,,
RED BANK,NJ,310034,RIVERVIEW MEDICAL CENTER,MONMOUTH,Summary star rating,3,1055,27,4/1/2016,3/31/2017,,
RIDGEWOOD,NJ,310012,VALLEY HOSPITAL,BERGEN,Summary star rating,3,776,31,4/1/2016,3/31/2017,,
SALEM,NJ,310091,MEMORIAL HOSPITAL OF SALEM COUNTY,SALEM,Summary star rating,2,476,24,4/1/2016,3/31/2017,,
SECAUCUS,NJ,310118,MEADOWLANDS HOSPITAL MEDICAL CENTER,HUDSON,Summary star rating,2,266,15,4/1/2016,3/31/2017,,
SOMERS POINT,NJ,310047,SHORE MEDICAL CENTER,ATLANTIC,Summary star rating,4,408,28,4/1/2016,3/31/2017,,
SOMERVILLE,NJ,310048,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL SOMERSET,SOMERSET,Summary star rating,2,1114,23,4/1/2016,3/31/2017,,
STRATFORD,NJ,310086,KENNEDY UNIVERSITY HOSPITAL - STRATFORD DIV,CAMDEN,Summary star rating,3,1014,20,4/1/2016,3/31/2017,,
SUMMIT,NJ,310051,OVERLOOK MEDICAL CENTER,UNION,Summary star rating,3,1847,22,4/1/2016,3/31/2017,,
TEANECK,NJ,310008,HOLY NAME MEDICAL CENTER,BERGEN,Summary star rating,3,651,25,4/1/2016,3/31/2017,,
TOMS RIVER,NJ,310041,COMMUNITY MEDICAL CENTER,OCEAN,Summary star rating,2,3754,28,4/1/2016,3/31/2017,,
TRENTON,NJ,310092,CAPITAL HEALTH SYSTEM-FULD CAMPUS,MERCER,Summary star rating,2,344,13,4/1/2016,3/31/2017,,
TRENTON,NJ,310021,ST FRANCIS MEDICAL CENTER,MERCER,Summary star rating,2,400,18,4/1/2016,3/31/2017,,
VINELAND,NJ,310032,INSPIRA MEDICAL CENTER VINELAND,CUMBERLAND,Summary star rating,3,1330,18,4/1/2016,3/31/2017,,
VOORHEES,NJ,310022,VIRTUA WEST JERSEY HOSPITALS VOORHEES,CAMDEN,Summary star rating,3,503,23,4/1/2016,3/31/2017,,
WESTWOOD,NJ,310130,HACKENSACK MERIDIAN HEALTH PASCACK VALLEY MEDICAL,BERGEN,Summary star rating,3,568,21,4/1/2016,3/31/2017,,
WILLINGBORO,NJ,310061,LOURDES MEDICAL CENTER OF BURLINGTON COUNTY,BURLINGTON,Summary star rating,2,427,20,4/1/2016,3/31/2017,,
WOODBURY,NJ,310081,INSPIRA MEDICAL CENTER WOODBURY,GLOUCESTER,Summary star rating,3,949,23,4/1/2016,3/31/2017,,
ALAMOGORDO,NM,320004,GERALD CHAMPION REGIONAL MEDICAL CENTER,OTERO,Summary star rating,2,558,20,4/1/2016,3/31/2017,,
ALBUQUERQUE,NM,320009,LOVELACE MEDICAL CENTER,BERNALILLO,Summary star rating,2,1376,31,4/1/2016,3/31/2017,,
ALBUQUERQUE,NM,320074,LOVELACE WESTSIDE HOSPITAL,BERNALILLO,Summary star rating,4,654,31,4/1/2016,3/31/2017,,
ALBUQUERQUE,NM,320017,LOVELACE WOMEN'S HOSPITAL,BERNALILLO,Summary star rating,3,1157,24,4/1/2016,3/31/2017,,
ALBUQUERQUE,NM,320021,PRESBYTERIAN HOSPITAL,BERNALILLO,Summary star rating,3,1205,23,4/1/2016,3/31/2017,,
ALBUQUERQUE,NM,320001,UNM HOSPITAL,BERNALILLO,Summary star rating,3,954,16,4/1/2016,3/31/2017,,
ARTESIA,NM,320030,ARTESIA GENERAL HOSPITAL,EDDY,Summary star rating,0,89,26,4/1/2016,3/31/2017,,
CARLSBAD,NM,320063,CARLSBAD MEDICAL CENTER,EDDY,Summary star rating,3,418,22,4/1/2016,3/31/2017,,
CLOVIS,NM,320022,PLAINS REGIONAL MEDICAL CENTER,CURRY,Summary star rating,4,408,17,4/1/2016,3/31/2017,,
DEMING,NM,321309,MIMBRES MEMORIAL HOSPITAL,LUNA,Summary star rating,3,222,26,4/1/2016,3/31/2017,,
ESPANOLA,NM,320011,PRESBYTERIAN ESPANOLA HOSPITAL,RIO ARRIBA,Summary star rating,4,310,20,4/1/2016,3/31/2017,,
FARMINGTON,NM,320005,SAN JUAN REGIONAL MEDICAL CENTER,SAN JUAN,Summary star rating,3,1027,23,4/1/2016,3/31/2017,,
GALLUP,NM,320061,GALLUP INDIAN MEDICAL CENTER,MCKINLEY,Summary star rating,2,221,11,4/1/2016,3/31/2017,,
GALLUP,NM,320038,REHOBOTH MCKINLEY CHRISTIAN HEALTH CARE SERVICES,MCKINLEY,Summary star rating,2,216,13,4/1/2016,3/31/2017,,
GRANTS,NM,321308,CIBOLA GENERAL HOSPITAL,CIBOLA,Summary star rating,3,102,20,4/1/2016,3/31/2017,,
HOBBS,NM,320065,LEA REGIONAL MEDICAL CENTER,LEA,Summary star rating,2,442,26,4/1/2016,3/31/2017,,
LAS CRUCES,NM,320018,MEMORIAL MEDICAL CENTER,DONA ANA,Summary star rating,2,614,27,4/1/2016,3/31/2017,,
LAS CRUCES,NM,320085,MOUNTAIN VIEW REGIONAL MEDICAL CENTER,DONA ANA,Summary star rating,3,605,28,4/1/2016,3/31/2017,,
LAS VEGAS,NM,320003,SAN MIGUEL CORP D/B/A ALTA VISTA REGIONAL HOSPITAL,SAN MIGUEL,Summary star rating,3,184,27,4/1/2016,3/31/2017,,
LOS ALAMOS,NM,320033,LOS ALAMOS MEDICAL CENTER,LOS ALAMOS,Summary star rating,2,183,26,4/1/2016,3/31/2017,,
PORTALES,NM,320084,ROOSEVELT GENERAL HOSPITAL,ROOSEVELT,Summary star rating,0,81,22,4/1/2016,3/31/2017,,
RATON,NM,321307,MINERS' COLFAX MEDICAL CENTER,COLFAX,Summary star rating,0,79,19,4/1/2016,3/31/2017,,
RIO RANCHO,NM,320089,UNM SANDOVAL REGIONAL MEDICAL CENTER,SANDOVAL,Summary star rating,3,325,25,4/1/2016,3/31/2017,,
ROSWELL,NM,320006,EASTERN NEW MEXICO MEDICAL CENTER,CHAVES,Summary star rating,2,534,26,4/1/2016,3/31/2017,,
ROSWELL,NM,320086,LOVELACE REGIONAL HOSPITAL - ROSWELL,CHAVES,Summary star rating,3,491,27,4/1/2016,3/31/2017,,
RUIDOSO,NM,321306,LINCOLN COUNTY MEDICAL CENTER,LINCOLN,Summary star rating,4,176,20,4/1/2016,3/31/2017,,
SANTA FE,NM,320002,CHRISTUS ST VINCENT REGIONAL MEDICAL CENTER,SANTA FE,Summary star rating,2,527,20,4/1/2016,3/31/2017,,
SANTA ROSA,NM,320067,GUADALUPE COUNTY HOSPITAL,GUADALUPE,Summary star rating,0,51,26,4/1/2016,3/31/2017,,
SHIPROCK,NM,320059,NORTHERN NAVAJO MEDICAL CENTER,SAN JUAN,Summary star rating,3,284,22,4/1/2016,3/31/2017,,
SILVER CITY,NM,320016,GILA REGIONAL MEDICAL CENTER,GRANT,Summary star rating,4,240,20,4/1/2016,3/31/2017,,
SOCORRO,NM,321301,SOCORRO GENERAL HOSPITAL,SOCORRO,Summary star rating,0,FEWER THAN 50,13,4/1/2016,3/31/2017,,
TAOS,NM,321310,HOLY CROSS HOSPITAL A DIV OF TAOS HEALTH SYSTEMS,TAOS,Summary star rating,4,255,22,4/1/2016,3/31/2017,,
ZUNI,NM,320060,ZUNI COMPREHENSIVE COMMUNITY HEALTH CENTER,MCKINLEY,Summary star rating,0,FEWER THAN 50,14,4/1/2016,3/31/2017,,
BATTE MTN,NV,291303,BATTLE MOUNTAIN GENERAL HOSPITAL,LANDER,Summary star rating,0,0,0,4/1/2016,3/31/2017,,
BOULDER CITY,NV,291309,BOULDER CITY HOSPITAL,CLARK,Summary star rating,0,0,0,4/1/2016,3/31/2017,,
CALIENTE,NV,291312,GROVER C DILS MEDICAL CENTER,LINCOLN,Summary star rating,0,0,0,4/1/2016,3/31/2017,,
CARSON CITY,NV,290019,CARSON TAHOE REGIONAL MEDICAL CENTER,CARSON CITY,Summary star rating,3,860,30,4/1/2016,3/31/2017,,
ELKO,NV,290008,NORTHEASTERN NEVADA REGIONAL HOSPITAL,ELKO,Summary star rating,2,314,22,4/1/2016,3/31/2017,,
ELY,NV,291302,WILLIAM BEE RIRIE HOSPITAL,WHITE PINE,Summary star rating,0,FEWER THAN 50,16,4/1/2016,3/31/2017,,
FALLON,NV,291313,BANNER CHURCHILL COMMUNITY HOSPITAL,CHURCHILL,Summary star rating,4,338,36,4/1/2016,3/31/2017,,
GARDNERVILLE,NV,291306,CARSON VALLEY MEDICAL CENTER,DOUGLAS,Summary star rating,4,210,30,4/1/2016,3/31/2017,,
HAWTHORNE,NV,291300,MOUNT GRANT GENERAL HOSPITAL,MINERAL,Summary star rating,0,51,29,4/1/2016,3/31/2017,,
HENDERSON,NV,290012,ST ROSE DOMINICAN HOSPITALS - ROSE DE LIMA CAMPUS,CLARK,Summary star rating,2,618,20,4/1/2016,3/31/2017,,
HENDERSON,NV,290045,ST ROSE DOMINICAN HOSPITALS - SIENA CAMPUS,CLARK,Summary star rating,3,1533,23,4/1/2016,3/31/2017,,
LAS VEGAS,NV,290054,CENTENNIAL HILLS HOSPITAL MEDICAL CENTER,CLARK,Summary star rating,2,1224,20,4/1/2016,3/31/2017,,
LAS VEGAS,NV,290022,DESERT SPRINGS HOSPITAL,CLARK,Summary star rating,2,1086,18,4/1/2016,3/31/2017,,
LAS VEGAS,NV,290039,MOUNTAINVIEW HOSPITAL,CLARK,Summary star rating,3,3248,22,4/1/2016,3/31/2017,,
LAS VEGAS,NV,290047,SOUTHERN HILLS HOSPITAL AND MEDICAL CENTER,CLARK,Summary star rating,3,1371,20,4/1/2016,3/31/2017,,
LAS VEGAS,NV,290046,SPRING VALLEY HOSPITAL MEDICAL CENTER,CLARK,Summary star rating,2,1427,20,4/1/2016,3/31/2017,,
LAS VEGAS,NV,290053,ST ROSE DOMINICAN HOSPITALS - SAN MARTIN CAMPUS,CLARK,Summary star rating,3,897,19,4/1/2016,3/31/2017,,
LAS VEGAS,NV,290041,SUMMERLIN HOSPITAL MEDICAL CENTER,CLARK,Summary star rating,2,1890,18,4/1/2016,3/31/2017,,
LAS VEGAS,NV,290003,SUNRISE HOSPITAL AND MEDICAL CENTER,CLARK,Summary star rating,2,3685,19,4/1/2016,3/31/2017,,
LAS VEGAS,NV,290007,UNIVERSITY MEDICAL CENTER,CLARK,Summary star rating,1,1688,12,4/1/2016,3/31/2017,,
LAS VEGAS,NV,290021,VALLEY HOSPITAL MEDICAL CENTER,CLARK,Summary star rating,2,1400,19,4/1/2016,3/31/2017,,
MESQUITE,NV,291307,MESA VIEW REGIONAL HOSPITAL,CLARK,Summary star rating,4,166,36,4/1/2016,3/31/2017,,
NORTH LAS VEGAS,NV,290005,NORTH VISTA HOSPITAL,CLARK,Summary star rating,2,453,22,4/1/2016,3/31/2017,,
RENO,NV,290001,RENOWN REGIONAL MEDICAL CENTER,WASHOE,Summary star rating,2,315,24,4/1/2016,3/31/2017,,
RENO,NV,290049,RENOWN SOUTH MEADOWS MEDICAL CENTER,CARSON CITY,Summary star rating,3,460,37,4/1/2016,3/31/2017,,
RENO,NV,290009,SAINT MARY'S REGIONAL MEDICAL CENTER,WASHOE,Summary star rating,2,394,25,4/1/2016,3/31/2017,,
SPARKS,NV,290032,NORTHERN NEVADA MEDICAL CENTER,WASHOE,Summary star rating,3,574,22,4/1/2016,3/31/2017,,
WINNEMUCCA,NV,291308,HUMBOLDT GENERAL HOSPITAL,HUMBOLDT,Summary star rating,3,168,21,4/1/2016,3/31/2017,,
ALBANY,NY,330013,ALBANY MEDICAL CENTER HOSPITAL,ALBANY,Summary star rating,2,1262,25,4/1/2016,3/31/2017,,
ALBANY,NY,330003,ALBANY MEMORIAL HOSPITAL,ALBANY,Summary star rating,2,520,26,4/1/2016,3/31/2017,,
ALBANY,NY,330057,ST PETER'S HOSPITAL,ALBANY,Summary star rating,3,5273,34,4/1/2016,3/31/2017,,
AMSTERDAM,NY,330047,ST MARY'S HOSPITAL AT AMSTERDAM,MONTGOMERY,Summary star rating,3,1013,36,4/1/2016,3/31/2017,,
AUBURN,NY,330235,AUBURN  COMMUNITY  HOSPITAL,CAYUGA,Summary star rating,2,405,27,4/1/2016,3/31/2017,,
BATAVIA,NY,330073,UNITED MEMORIAL MEDICAL CENTER,GENESEE,Summary star rating,3,539,32,4/1/2016,3/31/2017,,
BATH,NY,330144,"IRA DAVENPORT MEMORIAL HOSPITAL, INC",STEUBEN,Summary star rating,0,52,26,4/1/2016,3/31/2017,,
BAY SHORE,NY,330043,SOUTHSIDE HOSPITAL,SUFFOLK,Summary star rating,2,699,24,4/1/2016,3/31/2017,,
BETHPAGE,NY,330332,ST JOSEPH HOSPITAL,NASSAU,Summary star rating,2,518,24,4/1/2016,3/31/2017,,
BINGHAMTON,NY,330011,"OUR LADY OF LOURDES MEMORIAL HOSPITAL, INC",BROOME,Summary star rating,3,1656,37,4/1/2016,3/31/2017,,
BINGHAMTON,NY,330394,"UNITED HEALTH SERVICES HOSPITALS, INC",BROOME,Summary star rating,2,381,26,4/1/2016,3/31/2017,,
BRONX,NY,330009,BRONX-LEBANON HOSPITAL CENTER,BRONX,Summary star rating,1,606,9,4/1/2016,3/31/2017,,
BRONX,NY,330127,JACOBI MEDICAL CENTER,BRONX,Summary star rating,2,684,10,4/1/2016,3/31/2017,,
BRONX,NY,330080,LINCOLN MEDICAL & MENTAL HEALTH CENTER,BRONX,Summary star rating,1,751,9,4/1/2016,3/31/2017,,
BRONX,NY,330059,MONTEFIORE MEDICAL CENTER,BRONX,Summary star rating,2,795,13,4/1/2016,3/31/2017,,
BRONX,NY,330385,NORTH CENTRAL BRONX HOSPITAL,BRONX,Summary star rating,2,319,7,4/1/2016,3/31/2017,,
BRONX,NY,330399,ST BARNABAS HOSPITAL,BRONX,Summary star rating,1,860,11,4/1/2016,3/31/2017,,
BRONXVILLE,NY,330061,LAWRENCE HOSPITAL CENTER,WESTCHESTER,Summary star rating,3,1477,20,4/1/2016,3/31/2017,,
BROOKLYN,NY,330233,BROOKDALE HOSPITAL MEDICAL CENTER,KINGS,Summary star rating,1,872,10,4/1/2016,3/31/2017,,
BROOKLYN,NY,330056,BROOKLYN HOSPITAL CENTER AT DOWNTOWN CAMPUS,KINGS,Summary star rating,2,553,10,4/1/2016,3/31/2017,,
BROOKLYN,NY,330196,CONEY ISLAND HOSPITAL,KINGS,Summary star rating,2,643,12,4/1/2016,3/31/2017,,
BROOKLYN,NY,330397,INTERFAITH MEDICAL CENTER,KINGS,Summary star rating,1,489,16,4/1/2016,3/31/2017,,
BROOKLYN,NY,330202,KINGS COUNTY HOSPITAL CENTER,KINGS,Summary star rating,1,810,9,4/1/2016,3/31/2017,,
BROOKLYN,NY,330201,KINGSBROOK JEWISH MEDICAL CENTER,KINGS,Summary star rating,2,474,9,4/1/2016,3/31/2017,,
BROOKLYN,NY,330194,MAIMONIDES MEDICAL CENTER,KINGS,Summary star rating,1,939,17,4/1/2016,3/31/2017,,
BROOKLYN,NY,330019,"NEW YORK COMMUNITY HOSPITAL OF BROOKLYN, INC.",KINGS,Summary star rating,2,893,16,4/1/2016,3/31/2017,,
BROOKLYN,NY,330236,NEW YORK-PRESBYTERIAN BROOKLYN METHODIST HOSPITAL,KINGS,Summary star rating,2,1380,17,4/1/2016,3/31/2017,,
BROOKLYN,NY,330350,UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE ),KINGS,Summary star rating,1,252,8,4/1/2016,3/31/2017,,
BROOKLYN,NY,330396,WOODHULL MEDICAL AND MENTAL HEALTH CENTER,KINGS,Summary star rating,1,534,9,4/1/2016,3/31/2017,,
BROOKLYN,NY,330221,WYCKOFF HEIGHTS MEDICAL CENTER,KINGS,Summary star rating,1,346,9,4/1/2016,3/31/2017,,
BUFFALO,NY,330219,ERIE COUNTY MEDICAL CENTER,ERIE,Summary star rating,3,1301,27,4/1/2016,3/31/2017,,
BUFFALO,NY,330005,KALEIDA HEALTH,ERIE,Summary star rating,3,1437,29,4/1/2016,3/31/2017,,
BUFFALO,NY,330279,MERCY HOSPITAL OF BUFFALO,ERIE,Summary star rating,2,837,33,4/1/2016,3/31/2017,,
BUFFALO,NY,330078,SISTERS OF CHARITY HOSPITAL,ERIE,Summary star rating,3,725,26,4/1/2016,3/31/2017,,
CANANDAIGUA,NY,330074,F F THOMPSON HOSPITAL,ONTARIO,Summary star rating,3,833,32,4/1/2016,3/31/2017,,
CARMEL,NY,330273,PUTNAM HOSPITAL CENTER,PUTNAM,Summary star rating,4,1171,31,4/1/2016,3/31/2017,,
CARTHAGE,NY,331318,"CARTHAGE AREA HOSPITAL, INC",JEFFERSON,Summary star rating,3,160,22,4/1/2016,3/31/2017,,
CLIFTON SPRINGS,NY,330265,CLIFTON SPRINGS HOSPITAL AND CLINIC,ONTARIO,Summary star rating,3,333,32,4/1/2016,3/31/2017,,
