Name,City,State,Legacy NTD ID,NTD ID,Organization Type,NTD Reporter Type,Primary UZA Population,Agency VOMS,Mode,Type of Service,Mode VOM,Max Trains In Operation,Average Speed (mi/hr),Average Passenger Trip Length (mi),Passengers per Hour,Scheduled Vehicle Revenue Miles,Vehicle Miles,Vehicle Revenue Miles,Deadhead Miles,Vehicle Hours,Vehicle Revenue Hours,Deadhead Hours,Train Miles,Train Revenue Miles,Train Hours,Train Revenue Hours,Unlinked Passenger Trips,Passenger Miles,Directional Route Miles,,,,,,,,,,,,,,,,,
City of Union City Transit Division,Union City,CA,9161,90161,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"3,281,212 ", 19 ,DR,PT,5,0, 7.29 , -   , 1.73 ,0 ,0 ,"85,335 ",0 ,0 ,"11,701 ",0 ,0 ,0 ,0 ,0 ,"20,285 ",0 ,0.0,,,,,,,,,,,,,,,,,
Butler Transit Authority,Butler,PA,3R04-001,3R04-30141,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 , 19 ,MB,PT,4,0, 12.08 , -   , 13.26 ,0 ,0 ,"181,041 ",0 ,0 ,"14,981 ",0 ,0 ,0 ,0 ,0 ,"198,654 ",0 ,0.0,,,,,,,,,,,,,,,,,
Benzie Transportation Authority,Beulah,MI,5R03-072,5R03-50457,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 , 19 ,MB,DO,3,0, 16.00 , -   , 5.12 ,0 ,0 ,"74,880 ",0 ,0 ,"4,680 ",0 ,0 ,0 ,0 ,0 ,"23,967 ",0 ,0.0,,,,,,,,,,,,,,,,,
Municipality of Mayaguez,Mayaguez,PR,4194,40194,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"109,572 ", 19 ,DR,DO,3,0, 8.80 , -   , 0.38 ,0 ,0 ,"49,560 ",0 ,0 ,"5,635 ",0 ,0 ,0 ,0 ,0 ,"2,121 ",0 ,0.0,,,,,,,,,,,,,,,,,
Sunset Empire Transportation District,Astoria,OR,0R02-026,0R02-00331,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 , 19 ,DR,DO,3,0, 12.72 , -   , 1.31 ,0 ,0 ,"67,923 ",0 ,0 ,"5,339 ",0 ,0 ,0 ,0 ,0 ,"6,993 ",0 ,0.0,,,,,,,,,,,,,,,,,
Sunset Empire Transportation District,Astoria,OR,0R02-026,0R02-00331,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 , 19 ,CB,DO,3,0, 32.91 , -   , 4.52 ,0 ,0 ,"94,457 ",0 ,0 ,"2,870 ",0 ,0 ,0 ,0 ,0 ,"12,986 ",0 ,0.0,,,,,,,,,,,,,,,,,
Rowan Transit System,Salisbury,NC,4217,40217,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"214,881 ", 19 ,MB,PT,2,0, 16.57 , -   , 3.66 ,0 ,0 ,"91,034 ",0 ,0 ,"5,493 ",0 ,0 ,0 ,0 ,0 ,"20,080 ",0 ,0.0,,,,,,,,,,,,,,,,,
Summit County,Breckenridge,CO,8R01-021,8R01-80161,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 , 19 ,DR,DO,2,0, 80.54 , -   , 2.92 ,0 ,0 ,"173,483 ",0 ,0 ,"2,154 ",0 ,0 ,0 ,0 ,0 ,"6,279 ",0 ,0.0,,,,,,,,,,,,,,,,,
County of Carbon,Jim Thorpe,PA,3R04-002,30167,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"664,651 ", 19 ,MB,PT,1,0, 18.57 , -   , 3.83 ,0 ,0 ,"32,763 ",0 ,0 ,"1,764 ",0 ,0 ,0 ,0 ,0 ,"6,748 ",0 ,0.0,,,,,,,,,,,,,,,,,
City of Danville Mass Transit System,Fredericksburg,VA,3069,3R06-30069,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 , 19 ,DR,DO,1,0, 13.19 , -   , 2.08 ,0 ,0 ,"28,892 ",0 ,0 ,"2,191 ",0 ,0 ,0 ,0 ,0 ,"4,567 ",0 ,0.0,,,,,,,,,,,,,,,,,
Summit County,Breckenridge,CO,8R01-021,8R01-80161,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 , 19 ,CB,DO,1,0, 36.33 , -   , 8.43 ,0 ,0 ,"119,682 ",0 ,0 ,"3,294 ",0 ,0 ,0 ,0 ,0 ,"27,756 ",0 ,0.0,,,,,,,,,,,,,,,,,
Mid-Ohio Valley Transit Authority,Parkersburg,WV,3003,30003,Independent Public Agency or Authority of Transit Service,Reduced Reporter,"67,229 ", 19 ,DR,DO,1,0, 14.06 , -   , 2.50 ,0 ,0 ,"33,686 ",0 ,0 ,"2,396 ",0 ,0 ,0 ,0 ,0 ,"5,995 ",0 ,0.0,,,,,,,,,,,,,,,,,
"Ray County Transportation, Inc.",Richmond,MO,7R03-024,7R03-70106,Private-Non-Profit Corporation,Rural Reporter,0 , 18 ,DR,DO,18,0, 14.71 , -   , 2.39 ,0 ,0 ,"430,923 ",0 ,0 ,"29,303 ",0 ,0 ,0 ,0 ,0 ,"70,130 ",0 ,0.0,,,,,,,,,,,,,,,,,
"Community Transit, Inc.",Sisseton,SD,8R04-004,8R04-80300,Private-Non-Profit Corporation,Rural Reporter,0 , 18 ,DR,DO,18,0, 11.50 , -   , 4.26 ,0 ,0 ,"214,965 ",0 ,0 ,"18,689 ",0 ,0 ,0 ,0 ,0 ,"79,672 ",0 ,0.0,,,,,,,,,,,,,,,,,
Gladwin City/County Transit,Gladwin,MI,5R03-030,5R03-50395,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 , 18 ,DR,DO,18,0, 15.47 , -   , 2.93 ,0 ,0 ,"531,281 ",0 ,0 ,"34,346 ",0 ,0 ,0 ,0 ,0 ,"100,688 ",0 ,0.0,,,,,,,,,,,,,,,,,
Wilmington City Cab Service,Oak Harbor,OH,5R05-076,5R05-50316,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 , 18 ,DR,DO,18,0, 14.32 , -   , 5.32 ,0 ,0 ,"585,728 ",0 ,0 ,"40,904 ",0 ,0 ,0 ,0 ,0 ,"217,620 ",0 ,0.0,,,,,,,,,,,,,,,,,
Davenport Public Transit,Davenport,IA,7009,70009,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"280,051 ", 18 ,MB,DO,18,0, 14.39 , -   , 21.62 ,0 ,0 ,"817,817 ",0 ,0 ,"56,822 ",0 ,0 ,0 ,0 ,0 ,"1,228,300 ",0 ,0.0,,,,,,,,,,,,,,,,,
Chatham Transit Network,Pittsboro,NC,4R06-007,4R06-41004,Private-Non-Profit Corporation,Rural Reporter,0 , 18 ,DR,DO,18,0, 19.39 , -   , 1.65 ,0 ,0 ,"1,033,011 ",0 ,0 ,"53,283 ",0 ,0 ,0 ,0 ,0 ,"88,096 ",0 ,0.0,,,,,,,,,,,,,,,,,
Delta Area Transit Authority,Escanaba,MI,5R03-025,5R03-50356,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 , 18 ,DR,DO,18,0, 14.40 , -   , 4.32 ,0 ,0 ,"376,219 ",0 ,0 ,"26,122 ",0 ,0 ,0 ,0 ,0 ,"112,792 ",0 ,0.0,,,,,,,,,,,,,,,,,
Salem County,Salem,NJ,2R01-015,2R01-20944,Area Agency on Aging,Rural Reporter,0 , 18 ,DR,DO,18,0, 26.66 , -   , 1.85 ,0 ,0 ,"190,306 ",0 ,0 ,"7,137 ",0 ,0 ,0 ,0 ,0 ,"13,207 ",0 ,0.0,,,,,,,,,,,,,,,,,
Missoula Ravalli Transportation Management Association,Missoula,MT,8R02-018,8R02-80200,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 , 18 ,VP,DO,18,0, 30.26 , -   , 3.27 ,0 ,0 ,"327,924 ",0 ,0 ,"10,837 ",0 ,0 ,0 ,0 ,0 ,"35,478 ",0 ,0.0,,,,,,,,,,,,,,,,,
"Franklin County Transportation Council, Inc.",Union,MO,7R03-011,7R03-70249,Private-Non-Profit Corporation,Rural Reporter,0 , 18 ,MB,DO,18,0, 21.39 , -   , 3.59 ,0 ,0 ,"471,658 ",0 ,0 ,"22,046 ",0 ,0 ,0 ,0 ,0 ,"79,192 ",0 ,0.0,,,,,,,,,,,,,,,,,
Randolph County Senior Adult Association Inc.,Asheboro,NC,4R06-039,4R06-40921,Area Agency on Aging,Rural Reporter,0 , 18 ,DR,DO,18,0, 15.23 , -   , 1.68 ,0 ,0 ,"565,775 ",0 ,0 ,"37,148 ",0 ,0 ,0 ,0 ,0 ,"62,369 ",0 ,0.0,,,,,,,,,,,,,,,,,
Berrien County Public Transportation,St. Joseph,MI,5R03-012,5R03-50463,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 , 18 ,DR,PT,18,0, 22.18 , -   , 3.31 ,0 ,0 ,"341,712 ",0 ,0 ,"15,405 ",0 ,0 ,0 ,0 ,0 ,"50,965 ",0 ,0.0,,,,,,,,,,,,,,,,,
Northeast KY Area Development Council,Olive Hill,KY,4R04-014,4R04-41094,Private-Non-Profit Corporation,Rural Reporter,0 , 18 ,DR,DO,18,0, 18.51 , -   , 2.05 ,0 ,0 ,"433,777 ",0 ,0 ,"23,434 ",0 ,0 ,0 ,0 ,0 ,"48,065 ",0 ,0.0,,,,,,,,,,,,,,,,,
Guilford County Transportation,Greensboro,NC,4133,40133,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"311,810 ", 18 ,DR,DO,18,0, 16.68 , -   , 4.33 ,0 ,0 ,"505,922 ",0 ,0 ,"30,336 ",0 ,0 ,0 ,0 ,0 ,"131,365 ",0 ,0.0,,,,,,,,,,,,,,,,,
Central Florida Commuter Rail,Sanford,FL,4232,40232,State Government Unit or Department of Transportation,Full Reporter,"1,510,516 ", 18 ,CR,PT,18,5, 31.72 , 14.40 , 44.50 ,"670,208 ","657,408 ","649,088 ","8,320 ","23,296 ","20,460 ","2,836 ","284,416 ","279,552 ","10,240 ","8,960 ","910,380 ","13,104,921 ",63.5,,,,,,,,,,,,,,,,,
"Dunklin County Transit Service, Inc.",Malden,MO,7R03-007,7R03-70063,Private-Non-Profit Corporation,Rural Reporter,0 , 18 ,DR,DO,18,0, 17.46 , -   , 2.74 ,0 ,0 ,"285,799 ",0 ,0 ,"16,369 ",0 ,0 ,0 ,0 ,0 ,"44,806 ",0 ,0.0,,,,,,,,,,,,,,,,,
Van Buren Public Transit,Bangor,MI,5R03-069,5R03-50383,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 , 18 ,DR,DO,16,0, 15.91 , -   , 2.80 ,0 ,0 ,"471,378 ",0 ,0 ,"29,622 ",0 ,0 ,0 ,0 ,0 ,"82,960 ",0 ,0.0,,,,,,,,,,,,,,,,,
"Steamboat Springs, City of",Steamboat Springs,CO,8R01-020,8R01-80186,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 , 18 ,MB,DO,15,0, 12.31 , -   , 25.12 ,0 ,0 ,"550,653 ",0 ,0 ,"44,725 ",0 ,0 ,0 ,0 ,0 ,"1,123,381 ",0 ,0.0,,,,,,,,,,,,,,,,,
Davidson County Transportation,Lexington,NC,4131,40131,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"166,485 ", 18 ,DR,PT,15,0, 28.61 , -   , 3.31 ,0 ,0 ,"712,959 ",0 ,0 ,"24,918 ",0 ,0 ,0 ,0 ,0 ,"82,553 ",0 ,0.0,,,,,,,,,,,,,,,,,
City of Glendale Transit,Glendale,AZ,9034,90034,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"3,629,114 ", 18 ,DR,DO,15,0, 11.46 , 4.79 , 2.64 ,0 ,"356,836 ","322,813 ","34,023 ","30,406 ","28,172 ","2,234 ",0 ,0 ,0 ,0 ,"74,256 ","355,686 ",0.0,,,,,,,,,,,,,,,,,
Cooperative Alliance for Seacoast Transportation,Dover,NH,1086,10086,Independent Public Agency or Authority of Transit Service,Full Reporter,"88,087 ", 18 ,MB,DO,14,0, 15.81 , 8.31 , 10.80 ,"670,088 ","801,383 ","672,908 ","128,475 ","46,719 ","42,552 ","4,167 ",0 ,0 ,0 ,0 ,"459,531 ","3,818,703 ",344.5,,,,,,,,,,,,,,,,,
Mid-County Transit Authority,kittanning,PA,3R04-013,3R04-30194,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 , 18 ,DR,DO,14,0, 19.58 , -   , 2.12 ,0 ,0 ,"310,967 ",0 ,0 ,"15,882 ",0 ,0 ,0 ,0 ,0 ,"33,711 ",0 ,0.0,,,,,,,,,,,,,,,,,
Petersburg Area Transit,Petersburg,VA,3009,30009,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"953,556 ", 18 ,MB,DO,13,0, 10.09 , -   , 9.55 ,0 ,0 ,"515,301 ",0 ,0 ,"51,088 ",0 ,0 ,0 ,0 ,0 ,"487,768 ",0 ,0.0,,,,,,,,,,,,,,,,,
Chillicothe Transit System,Chillicothe,OH,5R05-047,5R05-50429,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 , 18 ,DR,DO,13,0, 22.14 , -   , 3.07 ,0 ,0 ,"556,113 ",0 ,0 ,"25,116 ",0 ,0 ,0 ,0 ,0 ,"77,099 ",0 ,0.0,,,,,,,,,,,,,,,,,
Waccamaw Regional Transportation Authority,Conway,SC,4102,40102,Independent Public Agency or Authority of Transit Service,Reduced Reporter,"215,304 ", 18 ,MB,DO,13,0, 21.48 , -   , 12.34 ,0 ,0 ,"830,315 ",0 ,0 ,"38,651 ",0 ,0 ,0 ,0 ,0 ,"476,995 ",0 ,0.0,,,,,,,,,,,,,,,,,
South Metro Area Regional Transit,Wilsonville,OR,0046,00046,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"1,849,898 ", 18 ,MB,DO,13,0, 14.31 , -   , 8.40 ,0 ,0 ,"489,090 ",0 ,0 ,"34,182 ",0 ,0 ,0 ,0 ,0 ,"287,176 ",0 ,0.0,,,,,,,,,,,,,,,,,
Delaware County Transit Board,Delaware,OH,5199,50199,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,368,035 ", 18 ,MB,DO,12,0, 13.91 , 13.13 , 3.62 ,"263,274 ","275,539 ","255,333 ","20,206 ","20,232 ","18,355 ","1,877 ",0 ,0 ,0 ,0 ,"66,458 ","872,519 ",119.7,,,,,,,,,,,,,,,,,
Potomac Valley Transit Authority,Petersburg,WV,3R05-018,3R05-30135,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 , 18 ,MB,DO,12,0, 22.47 , -   , 3.89 ,0 ,0 ,"446,619 ",0 ,0 ,"19,879 ",0 ,0 ,0 ,0 ,0 ,"77,411 ",0 ,0.0,,,,,,,,,,,,,,,,,
Monroe County Rural Transit,ELLETTSVILLE,IN,5R02-020,5R02-50308,Area Agency on Aging,Rural Reporter,0 , 18 ,DR,DO,12,0, 12.94 , -   , 2.34 ,0 ,0 ,"343,413 ",0 ,0 ,"26,537 ",0 ,0 ,0 ,0 ,0 ,"61,969 ",0 ,0.0,,,,,,,,,,,,,,,,,
Beaumont Municipal Transit System,Beaumont,TX,6016,60016,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"147,922 ", 18 ,MB,PT,12,0, 13.63 , 3.08 , 8.85 ,"723,392 ","726,809 ","715,160 ","11,649 ","52,953 ","52,485 ",468 ,0 ,0 ,0 ,0 ,"464,440 ","1,430,475 ",94.3,,,,,,,,,,,,,,,,,
Wayne Co. Comm. Servs. Org.,Huntington,WV,3R05-022,3R05-30179,Private-Non-Profit Corporation,Rural Reporter,0 , 18 ,MB,DO,12,0, 9.51 , -   , 0.81 ,0 ,0 ,"257,664 ",0 ,0 ,"27,104 ",0 ,0 ,0 ,0 ,0 ,"21,991 ",0 ,0.0,,,,,,,,,,,,,,,,,
Lee County,Dixon,IL,5R01-013,5R01-50250,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 , 18 ,DR,DO,12,0, 15.11 , -   , 0.82 ,0 ,0 ,"440,396 ",0 ,0 ,"29,150 ",0 ,0 ,0 ,0 ,0 ,"23,965 ",0 ,0.0,,,,,,,,,,,,,,,,,
Kalkaska Public Transit Authority,Kalkaska,MI,5R03-045,5R03-50282,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 , 18 ,DR,DO,11,0, 19.78 , -   , 9.02 ,0 ,0 ,"106,330 ",0 ,0 ,"5,375 ",0 ,0 ,0 ,0 ,0 ,"48,469 ",0 ,0.0,,,,,,,,,,,,,,,,,
San Benito County LTA,Hollister,CA,9R02-013,9R02-91009,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 , 18 ,DR,PT,11,0, 13.95 , -   , 3.54 ,0 ,0 ,"234,860 ",0 ,0 ,"16,839 ",0 ,0 ,0 ,0 ,0 ,"59,644 ",0 ,0.0,,,,,,,,,,,,,,,,,
Cities Area Transit,Grand Forks,ND,8008,80008,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"61,270 ", 18 ,DR,PT,10,0, 9.32 , 3.24 , 2.17 ,0 ,"226,005 ","207,711 ","18,294 ","23,895 ","22,291 ","1,604 ",0 ,0 ,0 ,0 ,"48,363 ","156,594 ",0.0,,,,,,,,,,,,,,,,,
Tillamook County Transportation District,Tillamook,OR,0R02-028,0R02-00296,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 , 18 ,DR,DO,10,0, 22.33 , -   , 1.39 ,0 ,0 ,"274,401 ",0 ,0 ,"12,291 ",0 ,0 ,0 ,0 ,0 ,"17,028 ",0 ,0.0,,,,,,,,,,,,,,,,,
Reno County Public Transportation,Hutchinson,KS,7R02-085,7R02-70180,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 , 18 ,DR,DO,10,0, 39.38 , -   , 2.57 ,0 ,0 ,"305,132 ",0 ,0 ,"7,749 ",0 ,0 ,0 ,0 ,0 ,"19,913 ",0 ,0.0,,,,,,,,,,,,,,,,,
Southeast Tennessee Human Resource Agency -Cleveland Urban Area Transit System Division,Cleveland,TN,4170,40170,Other Publicly-Owned or Privately Chartered Corporation,Reduced Reporter,"66,777 ", 18 ,DR,DO,9,0, 9.92 , -   , 1.82 ,0 ,0 ,"140,031 ",0 ,0 ,"14,112 ",0 ,0 ,0 ,0 ,0 ,"25,749 ",0 ,0.0,,,,,,,,,,,,,,,,,
Southeast Tennessee Human Resource Agency -Cleveland Urban Area Transit System Division,Cleveland,TN,4170,40170,Other Publicly-Owned or Privately Chartered Corporation,Reduced Reporter,"66,777 ", 18 ,MB,DO,9,0, 12.30 , -   , 7.15 ,0 ,0 ,"197,811 ",0 ,0 ,"16,085 ",0 ,0 ,0 ,0 ,0 ,"115,054 ",0 ,0.0,,,,,,,,,,,,,,,,,
Reno County Public Transportation,Hutchinson,KS,7R02-085,7R02-70180,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 , 18 ,MB,DO,8,0, 32.64 , -   , 5.61 ,0 ,0 ,"590,976 ",0 ,0 ,"18,104 ",0 ,0 ,0 ,0 ,0 ,"101,496 ",0 ,0.0,,,,,,,,,,,,,,,,,
Cities Area Transit,Grand Forks,ND,8008,80008,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"61,270 ", 18 ,MB,DO,8,0, 14.66 , 3.60 , 12.56 ,"373,491 ","395,128 ","371,166 ","23,962 ","25,876 ","25,318 ",558 ,0 ,0 ,0 ,0 ,"317,992 ","1,145,057 ",75.9,,,,,,,,,,,,,,,,,
Kalkaska Public Transit Authority,Kalkaska,MI,5R03-045,5R03-50282,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 , 18 ,MB,DO,7,0, 19.33 , -   , 15.75 ,0 ,0 ,"73,776 ",0 ,0 ,"3,816 ",0 ,0 ,0 ,0 ,0 ,"60,116 ",0 ,0.0,,,,,,,,,,,,,,,,,
Potomac Valley Transit Authority,Petersburg,WV,3R05-018,3R05-30135,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 , 18 ,DR,DO,6,0, 20.08 , -   , 1.76 ,0 ,0 ,"168,474 ",0 ,0 ,"8,391 ",0 ,0 ,0 ,0 ,0 ,"14,798 ",0 ,0.0,,,,,,,,,,,,,,,,,
Lee County,Dixon,IL,5R01-013,5R01-50250,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 , 18 ,MB,DO,6,0, 1.61 , -   , 6.44 ,0 ,0 ,"9,654 ",0 ,0 ,"6,000 ",0 ,0 ,0 ,0 ,0 ,"38,616 ",0 ,0.0,,,,,,,,,,,,,,,,,
Delaware County Transit Board,Delaware,OH,5199,50199,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,368,035 ", 18 ,DR,DO,6,0, 17.58 , 5.12 , 1.96 ,0 ,"197,530 ","162,865 ","34,665 ","10,922 ","9,263 ","1,659 ",0 ,0 ,0 ,0 ,"18,193 ","93,069 ",0.0,,,,,,,,,,,,,,,,,
Beaumont Municipal Transit System,Beaumont,TX,6016,60016,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"147,922 ", 18 ,DR,PT,6,0, 11.67 , 3.79 , 2.79 ,0 ,"153,132 ","97,622 ","55,510 ","11,583 ","8,365 ","3,218 ",0 ,0 ,0 ,0 ,"23,360 ","88,547 ",0.0,,,,,,,,,,,,,,,,,
Monroe County Rural Transit,ELLETTSVILLE,IN,5R02-020,5R02-50308,Area Agency on Aging,Rural Reporter,0 , 18 ,MB,DO,6,0, 13.23 , -   , 3.38 ,0 ,0 ,"102,485 ",0 ,0 ,"7,749 ",0 ,0 ,0 ,0 ,0 ,"26,225 ",0 ,0.0,,,,,,,,,,,,,,,,,
Wayne Co. Comm. Servs. Org.,Huntington,WV,3R05-022,3R05-30179,Private-Non-Profit Corporation,Rural Reporter,0 , 18 ,DR,DO,6,0, 9.51 , -   , 0.81 ,0 ,0 ,"151,326 ",0 ,0 ,"15,918 ",0 ,0 ,0 ,0 ,0 ,"12,915 ",0 ,0.0,,,,,,,,,,,,,,,,,
Petersburg Area Transit,Petersburg,VA,3009,30009,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"953,556 ", 18 ,DR,DO,5,0, 5.71 , -   , 0.92 ,0 ,0 ,"47,005 ",0 ,0 ,"8,235 ",0 ,0 ,0 ,0 ,0 ,"7,596 ",0 ,0.0,,,,,,,,,,,,,,,,,
Chillicothe Transit System,Chillicothe,OH,5R05-047,5R05-50429,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 , 18 ,MB,DO,5,0, 15.71 , -   , 8.29 ,0 ,0 ,"231,281 ",0 ,0 ,"14,723 ",0 ,0 ,0 ,0 ,0 ,"122,000 ",0 ,0.0,,,,,,,,,,,,,,,,,
Waccamaw Regional Transportation Authority,Conway,SC,4102,40102,Independent Public Agency or Authority of Transit Service,Reduced Reporter,"215,304 ", 18 ,DR,DO,5,0, 12.24 , -   , 0.71 ,0 ,0 ,"138,970 ",0 ,0 ,"11,352 ",0 ,0 ,0 ,0 ,0 ,"8,081 ",0 ,0.0,,,,,,,,,,,,,,,,,
South Metro Area Regional Transit,Wilsonville,OR,0046,00046,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"1,849,898 ", 18 ,DR,DO,5,0, 10.81 , -   , 3.02 ,0 ,0 ,"109,074 ",0 ,0 ,"10,094 ",0 ,0 ,0 ,0 ,0 ,"30,500 ",0 ,0.0,,,,,,,,,,,,,,,,,
Tillamook County Transportation District,Tillamook,OR,0R02-028,0R02-00296,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 , 18 ,MB,DO,5,0, 24.43 , -   , 6.67 ,0 ,0 ,"402,662 ",0 ,0 ,"16,481 ",0 ,0 ,0 ,0 ,0 ,"109,983 ",0 ,0.0,,,,,,,,,,,,,,,,,
Mid-County Transit Authority,kittanning,PA,3R04-013,3R04-30194,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 , 18 ,MB,DO,4,0, 15.23 , -   , 5.09 ,0 ,0 ,"121,003 ",0 ,0 ,"7,945 ",0 ,0 ,0 ,0 ,0 ,"40,459 ",0 ,0.0,,,,,,,,,,,,,,,,,
San Benito County LTA,Hollister,CA,9R02-013,9R02-91009,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 , 18 ,MB,PT,4,0, 11.52 , -   , 4.85 ,0 ,0 ,"64,084 ",0 ,0 ,"5,561 ",0 ,0 ,0 ,0 ,0 ,"26,986 ",0 ,0.0,,,,,,,,,,,,,,,,,
Cooperative Alliance for Seacoast Transportation,Dover,NH,1086,10086,Independent Public Agency or Authority of Transit Service,Full Reporter,"88,087 ", 18 ,DR,DO,4,0, 13.31 , 5.65 , 1.16 ,0 ,"237,507 ","189,309 ","48,198 ","16,607 ","14,228 ","2,379 ",0 ,0 ,0 ,0 ,"16,566 ","93,530 ",0.0,,,,,,,,,,,,,,,,,
Tillamook County Transportation District,Tillamook,OR,0R02-028,0R02-00296,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 , 18 ,CB,DO,3,0, 32.81 , -   , 2.88 ,0 ,0 ,"193,428 ",0 ,0 ,"5,895 ",0 ,0 ,0 ,0 ,0 ,"16,970 ",0 ,0.0,,,,,,,,,,,,,,,,,
San Benito County LTA,Hollister,CA,9R02-013,9R02-91009,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 , 18 ,CB,PT,3,0, 24.83 , -   , 7.42 ,0 ,0 ,"141,077 ",0 ,0 ,"5,682 ",0 ,0 ,0 ,0 ,0 ,"42,182 ",0 ,0.0,,,,,,,,,,,,,,,,,
City of Glendale Transit,Glendale,AZ,9034,90034,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"3,629,114 ", 18 ,MB,DO,3,0, 11.87 , 1.97 , 11.56 ,"103,733 ","96,225 ","93,336 ","2,889 ","8,029 ","7,862 ",167 ,0 ,0 ,0 ,0 ,"90,911 ","178,768 ",22.4,,,,,,,,,,,,,,,,,
Davidson County Transportation,Lexington,NC,4131,40131,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"166,485 ", 18 ,MB,DO,3,0, 22.07 , -   , 16.76 ,0 ,0 ,"183,749 ",0 ,0 ,"8,325 ",0 ,0 ,0 ,0 ,0 ,"139,547 ",0 ,0.0,,,,,,,,,,,,,,,,,
Van Buren Public Transit,Bangor,MI,5R03-069,5R03-50383,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 , 18 ,MB,DO,2,0, 15.91 , -   , 2.80 ,0 ,0 ,"74,135 ",0 ,0 ,"4,659 ",0 ,0 ,0 ,0 ,0 ,"13,047 ",0 ,0.0,,,,,,,,,,,,,,,,,
"Steamboat Springs, City of",Steamboat Springs,CO,8R01-020,8R01-80186,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 , 18 ,CB,DO,2,0, 24.05 , -   , 8.07 ,0 ,0 ,"87,824 ",0 ,0 ,"3,651 ",0 ,0 ,0 ,0 ,0 ,"29,465 ",0 ,0.0,,,,,,,,,,,,,,,,,
"Steamboat Springs, City of",Steamboat Springs,CO,8R01-020,8R01-80186,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 , 18 ,DR,DO,1,0, 14.36 , -   , 2.01 ,0 ,0 ,"13,666 ",0 ,0 ,952 ,0 ,0 ,0 ,0 ,0 ,"1,914 ",0 ,0.0,,,,,,,,,,,,,,,,,
Crawford County Transportation Authority,Grayling,MI,5R03-024,5R03-50503,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 , 17 ,DR,DO,17,0, 18.06 , -   , 3.86 ,0 ,0 ,"445,864 ",0 ,0 ,"24,687 ",0 ,0 ,0 ,0 ,0 ,"95,284 ",0 ,0.0,,,,,,,,,,,,,,,,,
